region_id,station,observed_at,temperature_c,precipitation_mm_24h,wind_speed_mps,snow_depth_cm,cold_wave_risk,snowstorm_risk,drought_risk,data_source,source_id,dataset_name,is_sample,imported_at,n_grid_cells
guoluo-maqin,CMFD_regional_guoluo-maqin,2015-05-01 00:00,2.6,60.2,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369060+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2015-05-01 00:00,3.6,70.6,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369126+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2015-05-01 00:00,3.8,57.1,3.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369197+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2015-05-01 00:00,4.4,62.9,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369264+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2015-05-01 00:00,1.3,71.0,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369336+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2015-05-01 00:00,3.9,79.6,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369402+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2015-05-01 00:00,5.7,118.2,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369461+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2015-05-01 00:00,5.7,63.3,2.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369516+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2015-05-01 00:00,4.9,101.1,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.369574+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2015-06-01 00:00,8.1,57.5,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.379979+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2015-06-01 00:00,7.2,104.2,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380071+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2015-06-01 00:00,5.1,103.0,3.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380164+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2015-06-01 00:00,3.1,71.4,3.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380300+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2015-06-01 00:00,8.0,31.9,4.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380388+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2015-06-01 00:00,8.9,82.8,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380499+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2015-06-01 00:00,6.1,80.7,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380568+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2015-06-01 00:00,8.2,75.8,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380631+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2015-06-01 00:00,8.1,109.4,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380693+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2015-06-01 00:00,9.0,18.2,3.2,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.380771+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2015-06-01 00:00,10.2,19.5,3.8,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.381062+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2015-06-01 00:00,7.5,28.6,4.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.381277+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2015-06-01 00:00,5.7,48.9,5.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.381594+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2015-06-01 00:00,15.1,246.1,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.381868+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2015-06-01 00:00,2.8,27.2,4.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.382228+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2015-06-01 00:00,4.7,106.8,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.382465+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2015-06-01 00:00,4.6,99.1,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.382738+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2015-06-01 00:00,6.5,118.1,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.382976+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2015-06-01 00:00,7.1,165.1,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383212+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2015-06-01 00:00,7.0,71.1,3.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383323+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2015-06-01 00:00,7.8,97.4,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383391+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2015-06-01 00:00,5.5,126.4,2.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383465+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2015-06-01 00:00,8.0,154.7,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383537+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2015-06-01 00:00,8.9,212.9,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383601+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2015-06-01 00:00,9.0,94.3,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383664+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2015-06-01 00:00,7.6,206.4,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.383730+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2015-07-01 00:00,8.5,35.1,3.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.393694+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2015-07-01 00:00,7.5,43.5,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.393783+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2015-07-01 00:00,5.9,50.9,3.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.393854+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2015-07-01 00:00,5.7,27.4,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.393981+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2015-07-01 00:00,9.0,31.1,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394067+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2015-07-01 00:00,8.1,76.9,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394136+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2015-07-01 00:00,6.9,50.4,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394201+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2015-07-01 00:00,8.0,57.1,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394263+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2015-07-01 00:00,7.1,91.2,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394326+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2015-07-01 00:00,8.9,45.0,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394463+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2015-07-01 00:00,10.5,48.6,3.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394533+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2015-07-01 00:00,8.0,50.5,4.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394604+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2015-07-01 00:00,8.3,36.2,3.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394709+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2015-07-01 00:00,14.5,171.7,1.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394798+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2015-07-01 00:00,7.5,39.7,3.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394916+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2015-07-01 00:00,5.5,50.9,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.394993+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2015-07-01 00:00,5.4,43.5,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395067+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2015-07-01 00:00,6.8,69.1,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395137+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2015-07-01 00:00,6.3,55.9,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395201+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2015-07-01 00:00,8.6,87.1,3.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395268+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2015-07-01 00:00,8.1,75.2,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395336+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2015-07-01 00:00,5.4,66.2,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395418+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2015-07-01 00:00,6.5,82.1,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395485+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2015-07-01 00:00,7.6,82.8,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395551+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2015-07-01 00:00,9.1,64.8,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395613+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2015-07-01 00:00,8.4,58.2,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.395675+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2015-08-01 00:00,7.9,89.1,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.404525+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2015-08-01 00:00,7.4,90.6,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.404608+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2015-08-01 00:00,6.2,79.4,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.404675+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2015-08-01 00:00,5.5,62.9,3.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.404790+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2015-08-01 00:00,8.1,96.9,2.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.404864+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2015-08-01 00:00,7.6,125.6,1.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.404929+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2015-08-01 00:00,6.4,109.0,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405011+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2015-08-01 00:00,7.6,122.7,1.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405078+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2015-08-01 00:00,7.0,122.4,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405147+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2015-08-01 00:00,7.4,72.7,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405219+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2015-08-01 00:00,9.1,115.1,3.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405282+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2015-08-01 00:00,7.1,110.0,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405343+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2015-08-01 00:00,7.2,78.5,3.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405447+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2015-08-01 00:00,14.3,181.2,1.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405535+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2015-08-01 00:00,6.8,54.8,3.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405637+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2015-08-01 00:00,5.9,61.5,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405705+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2015-08-01 00:00,5.8,85.3,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405777+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2015-08-01 00:00,6.9,59.2,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405840+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2015-08-01 00:00,6.4,90.4,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405901+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2015-08-01 00:00,7.7,121.1,2.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.405966+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2015-08-01 00:00,8.0,72.5,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.406031+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2015-08-01 00:00,5.9,74.4,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.406100+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2015-08-01 00:00,6.6,116.0,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.406165+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2015-08-01 00:00,7.8,108.2,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.406228+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2015-08-01 00:00,9.1,80.1,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.406288+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2015-08-01 00:00,7.8,251.8,1.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.406357+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2015-09-01 00:00,8.4,22.5,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414177+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2015-09-01 00:00,6.9,45.9,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414250+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2015-09-01 00:00,5.0,43.0,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414313+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2015-09-01 00:00,4.2,29.9,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414429+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2015-09-01 00:00,8.3,14.2,3.7,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414500+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2015-09-01 00:00,7.5,101.8,1.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414561+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2015-09-01 00:00,5.7,37.3,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414618+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2015-09-01 00:00,7.5,76.3,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414674+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2015-09-01 00:00,6.7,135.1,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414731+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2015-09-01 00:00,7.3,19.1,2.0,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414791+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2015-09-01 00:00,8.9,18.7,3.4,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414847+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2015-09-01 00:00,6.5,22.3,4.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.414907+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2015-09-01 00:00,5.2,24.2,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415016+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2015-09-01 00:00,14.0,157.1,1.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415102+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2015-09-01 00:00,3.3,12.5,3.6,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415202+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2015-09-01 00:00,4.5,69.6,2.3,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415270+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2015-09-01 00:00,4.6,68.0,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415347+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2015-09-01 00:00,5.3,84.1,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415411+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2015-09-01 00:00,5.9,140.4,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415469+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2015-09-01 00:00,4.5,70.0,3.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415542+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2015-09-01 00:00,6.1,53.8,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415600+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2015-09-01 00:00,5.2,109.5,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415663+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2015-09-01 00:00,6.8,191.2,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415721+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2015-09-01 00:00,7.7,116.9,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415778+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2015-09-01 00:00,7.6,91.6,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415834+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2015-09-01 00:00,6.9,144.7,1.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.415890+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2015-10-01 00:00,-0.1,7.4,2.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423241+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2015-10-01 00:00,-0.5,9.7,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423319+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2015-10-01 00:00,-2.5,7.0,2.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423397+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2015-10-01 00:00,-4.5,6.6,3.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423509+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2015-10-01 00:00,-0.9,10.2,3.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423584+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2015-10-01 00:00,1.3,12.9,1.5,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423645+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2015-10-01 00:00,-0.3,22.5,2.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423702+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2015-10-01 00:00,1.5,15.6,1.7,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423759+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2015-10-01 00:00,0.7,11.0,1.5,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423818+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2015-10-01 00:00,-0.4,13.1,2.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423880+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2015-10-01 00:00,2.5,10.9,2.9,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.423943+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2015-10-01 00:00,0.2,11.7,3.5,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.424002+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2015-10-01 00:00,-2.3,11.6,3.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.424131+00:00,702
