region_id,station,observed_at,temperature_c,precipitation_mm_24h,wind_speed_mps,snow_depth_cm,cold_wave_risk,snowstorm_risk,drought_risk,data_source,source_id,dataset_name,is_sample,imported_at,n_grid_cells
huangnan-zeku,CMFD_regional_huangnan-zeku,2017-01-01 00:00,-12.3,4.7,1.8,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.570568+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2017-01-01 00:00,-13.7,5.0,1.9,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.570629+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2017-01-01 00:00,-10.1,1.4,2.1,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.570697+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2017-01-01 00:00,-5.9,3.5,2.0,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.570759+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2017-01-01 00:00,-8.8,4.2,1.9,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.570816+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2017-01-01 00:00,-6.9,3.4,2.1,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.570873+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2017-02-01 00:00,-6.5,1.6,4.4,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.577981+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2017-02-01 00:00,-8.0,2.3,2.8,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578058+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2017-02-01 00:00,-9.7,1.1,3.6,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578123+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2017-02-01 00:00,-13.1,1.9,4.7,0,高,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578239+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2017-02-01 00:00,-7.7,1.5,4.9,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578312+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2017-02-01 00:00,-5.0,4.8,1.6,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578377+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2017-02-01 00:00,-4.9,9.1,2.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578438+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2017-02-01 00:00,-4.0,3.8,2.1,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578497+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2017-02-01 00:00,-6.1,5.7,1.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578561+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2017-02-01 00:00,-6.3,1.6,3.8,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578636+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2017-02-01 00:00,-2.6,2.1,3.5,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578702+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2017-02-01 00:00,-4.7,1.8,3.9,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578767+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2017-02-01 00:00,-10.3,11.3,4.9,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578862+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2017-02-01 00:00,3.6,18.3,1.8,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.578954+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2017-02-01 00:00,-13.3,5.6,5.0,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579065+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2017-02-01 00:00,-9.0,7.0,2.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579129+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2017-02-01 00:00,-9.1,1.5,3.2,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579196+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2017-02-01 00:00,-9.8,9.3,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579265+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2017-02-01 00:00,-7.5,9.5,2.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579329+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2017-02-01 00:00,-9.8,3.3,2.6,0,中,低,高,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579389+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2017-02-01 00:00,-8.3,12.7,2.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579446+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2017-02-01 00:00,-9.6,9.4,2.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579516+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2017-02-01 00:00,-7.3,29.0,2.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579579+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2017-02-01 00:00,-4.4,16.7,2.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579640+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2017-02-01 00:00,-6.3,22.7,2.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579697+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2017-02-01 00:00,-3.5,13.7,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.579754+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2017-03-01 00:00,-5.6,22.7,4.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588069+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2017-03-01 00:00,-6.8,38.2,2.5,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588144+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2017-03-01 00:00,-9.9,25.1,3.1,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588228+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2017-03-01 00:00,-12.1,13.4,4.2,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588354+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2017-03-01 00:00,-6.7,15.3,5.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588433+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2017-03-01 00:00,-2.6,11.8,2.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588502+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2017-03-01 00:00,-4.2,41.3,2.8,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588563+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2017-03-01 00:00,-3.3,14.9,2.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588626+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2017-03-01 00:00,-3.0,10.4,1.9,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588682+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2017-03-01 00:00,-4.6,14.3,4.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588743+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2017-03-01 00:00,-1.8,27.7,3.7,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588800+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2017-03-01 00:00,-4.4,32.9,4.1,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588856+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2017-03-01 00:00,-9.4,23.6,5.4,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.588941+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2017-03-01 00:00,4.3,75.7,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589018+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2017-03-01 00:00,-10.8,11.7,5.1,0,高,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589111+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2017-03-01 00:00,-7.3,16.6,3.0,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589174+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2017-03-01 00:00,-8.1,14.4,3.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589240+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2017-03-01 00:00,-7.0,19.0,2.6,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589301+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2017-03-01 00:00,-4.5,22.6,2.5,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589359+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2017-03-01 00:00,-7.2,9.1,3.1,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589417+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2017-03-01 00:00,-5.4,17.2,2.3,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589476+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2017-03-01 00:00,-7.2,15.9,2.8,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589547+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2017-03-01 00:00,-4.1,13.6,2.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589617+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2017-03-01 00:00,-1.8,45.0,2.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589678+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2017-03-01 00:00,-3.5,22.4,2.6,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589735+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2017-03-01 00:00,-2.2,46.6,2.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.589790+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2017-04-01 00:00,-0.3,12.1,3.7,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.597748+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2017-04-01 00:00,-1.2,18.2,2.4,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.597825+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2017-04-01 00:00,-2.6,14.9,3.2,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.597890+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2017-04-01 00:00,-4.7,15.5,4.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598002+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2017-04-01 00:00,-1.0,10.4,4.5,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598086+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2017-04-01 00:00,1.5,45.8,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598155+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2017-04-01 00:00,-0.3,69.6,2.5,0,中,高,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598216+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2017-04-01 00:00,1.2,57.0,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598276+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2017-04-01 00:00,1.0,40.4,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598337+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2017-04-01 00:00,0.3,12.7,3.6,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598404+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2017-04-01 00:00,3.1,13.3,3.6,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598471+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2017-04-01 00:00,0.5,17.4,4.1,0,低,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598531+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2017-04-01 00:00,-3.9,39.9,4.7,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598715+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2017-04-01 00:00,8.6,95.0,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598809+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2017-04-01 00:00,-4.1,22.8,5.1,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598923+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2017-04-01 00:00,-1.4,22.1,3.2,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.598994+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2017-04-01 00:00,-2.0,15.0,3.3,0,中,低,中,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599072+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2017-04-01 00:00,-1.3,27.7,2.4,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599217+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2017-04-01 00:00,0.0,45.0,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599321+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2017-04-01 00:00,-0.5,23.5,3.3,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599396+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2017-04-01 00:00,0.3,35.3,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599466+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2017-04-01 00:00,-1.6,39.8,2.8,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599542+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2017-04-01 00:00,0.4,35.3,2.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599607+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2017-04-01 00:00,2.4,64.3,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599670+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2017-04-01 00:00,1.6,46.3,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599732+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2017-04-01 00:00,1.8,105.9,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.599803+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2017-05-01 00:00,2.7,42.0,3.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608141+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2017-05-01 00:00,2.2,69.5,2.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608219+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2017-05-01 00:00,0.4,72.5,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608281+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2017-05-01 00:00,-1.5,44.9,3.6,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608412+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2017-05-01 00:00,2.4,29.7,3.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608492+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2017-05-01 00:00,5.2,42.5,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608556+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2017-05-01 00:00,3.3,56.6,2.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608613+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2017-05-01 00:00,4.9,48.7,2.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608669+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2017-05-01 00:00,4.2,40.6,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608727+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2017-05-01 00:00,3.3,36.9,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608793+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2017-05-01 00:00,5.2,27.2,3.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608863+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2017-05-01 00:00,2.7,33.7,3.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.608925+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2017-05-01 00:00,0.8,36.6,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609018+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2017-05-01 00:00,12.1,158.0,1.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609108+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2017-05-01 00:00,-0.9,34.8,3.8,0,中,中,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609220+00:00,1892
yushu-chengduo,CMFD_regional_yushu-chengduo,2017-05-01 00:00,0.9,50.5,2.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609297+00:00,323
yushu-zaduo,CMFD_regional_yushu-zaduo,2017-05-01 00:00,0.8,62.2,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609367+00:00,578
guoluo-maqin,CMFD_regional_guoluo-maqin,2017-05-01 00:00,1.7,60.1,2.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609439+00:00,352
guoluo-jiuzhi,CMFD_regional_guoluo-jiuzhi,2017-05-01 00:00,2.8,79.8,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609500+00:00,150
haibei-gangcha,CMFD_regional_haibei-gangcha,2017-05-01 00:00,3.4,77.2,3.1,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609562+00:00,144
huangnan-zeku,CMFD_regional_huangnan-zeku,2017-05-01 00:00,3.1,63.8,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609619+00:00,112
ganzi-shiqu,CMFD_regional_ganzi-shiqu,2017-05-01 00:00,1.2,58.9,2.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609693+00:00,380
ganzi-seda,CMFD_regional_ganzi-seda,2017-05-01 00:00,3.6,71.1,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609759+00:00,208
aba-hongyuan,CMFD_regional_aba-hongyuan,2017-05-01 00:00,4.5,76.1,2.0,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609819+00:00,196
gannan-luqu,CMFD_regional_gannan-luqu,2017-05-01 00:00,4.6,63.4,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609878+00:00,80
linzhi-bayi,CMFD_regional_linzhi-bayi,2017-05-01 00:00,4.4,113.6,1.9,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.609965+00:00,144
naqu-bange,CMFD_regional_naqu-bange,2017-06-01 00:00,6.8,106.8,3.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617396+00:00,529
naqu-seni,CMFD_regional_naqu-seni,2017-06-01 00:00,6.2,174.8,2.4,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617471+00:00,280
naqu-nierong,CMFD_regional_naqu-nierong,2017-06-01 00:00,4.1,195.3,2.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617534+00:00,187
naqu-anduo,CMFD_regional_naqu-anduo,2017-06-01 00:00,2.9,87.4,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617683+00:00,1872
naqu-shenzha,CMFD_regional_naqu-shenzha,2017-06-01 00:00,7.2,81.3,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617757+00:00,440
changdu-karuo,CMFD_regional_changdu-karuo,2017-06-01 00:00,7.5,122.8,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617825+00:00,208
changdu-luolong,CMFD_regional_changdu-luolong,2017-06-01 00:00,4.9,108.8,2.2,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617888+00:00,140
changdu-leiwuqi,CMFD_regional_changdu-leiwuqi,2017-06-01 00:00,7.0,109.5,1.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.617958+00:00,120
changdu-jiangda,CMFD_regional_changdu-jiangda,2017-06-01 00:00,6.7,145.7,1.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.618022+00:00,256
rikaze-xietongmen,CMFD_regional_rikaze-xietongmen,2017-06-01 00:00,7.7,59.1,2.5,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.618084+00:00,209
rikaze-jiangzi,CMFD_regional_rikaze-jiangzi,2017-06-01 00:00,8.8,49.7,3.8,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.618142+00:00,77
rikaze-kangma,CMFD_regional_rikaze-kangma,2017-06-01 00:00,6.6,41.7,4.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.618197+00:00,84
rikaze-zhongba,CMFD_regional_rikaze-zhongba,2017-06-01 00:00,6.2,45.9,3.7,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.618284+00:00,702
shannan-cuona,CMFD_regional_shannan-cuona,2017-06-01 00:00,14.7,195.3,1.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.618360+00:00,480
ali-gaize,CMFD_regional_ali-gaize,2017-06-01 00:00,3.2,54.5,3.6,0,低,低,低,tpdc,cmfd-regional-v0106,CMFD_V0106_regional,False,2026-06-28T16:29:29.618455+00:00,1892
